"Fund ID","Fund name","The fund",Website,"Investment name","Investment type","Start date","End date","Instrument currency","USD Amount","Project number",Sector,"Sub sector",Region,Country,Domicile,"Environmental and social risk","Our Investment","Environmental and social summary",What,"How Primary","How Secondary","Who Stakeholder 1","Who Geography 1","Who Characteristics 1","Who Stakeholder 2","Who Geography 2","Who Characteristics 2","Who Stakeholder 3","Who Geography 3","Who Characteristics 3",Scale,Depth/Duration,Gridscore,Contribution/Additionality,"Risk 1","Risk comment 1","Risk 2","Risk comment 2","Risk 3","Risk comment 3","Sustainable Development Goals","Impact Achieved","Impact Score","Expected impact","2X Gender Finance","2X Gender Finance Percentage","2X Sector","2X Country","Climate Finance status","Climate Finance Percentage","Climate Finance type","Climate Finance Total","Climate Finance Adaptation Enabling","Climate Finance Adaptation Adapted","Climate Finance Mitigation","Climate Finance Dual","Climate Finance Percentage Adaptation Enabling","Climate Finance Percentage Adaptation Adapted","Climate Finance Percentage Mitigation","Climate Finance Percentage Dual","Fossil Fuel or Renewable Exposure","Primary Energy type","Energy value chain","Entrepreneurship Founder","Entrepreneurship Founder threshold","Entrepreneurship Owner","Entrepreneurship Owner threshold","Leadership Board of Directors Investment Committee","Leadership Board of Directors Investment Committee threshold","Leadership Senior Management","Leadership Senior Management threshold",Employment,"Employment threshold","Indirect Portfolio","Indirect Portfolio threshold","Governance and accountability","Supply chain","Product and services","Product and services threshold","First disclosed date","Investment policy","Last updated",Status
F2480,"Micro, Small & Medium Enterprises Bonds S.A. Compartment 507","A US$75 million investment in  a second privately placed Green Basket Bond (“GBB II”), issued by Symbiotics to support small-scale green lending through MSME lenders (MFIs, NBFIs and SME Banks) across Asia and Africa.",https://symbioticsgroup.com/,"Investment 01",Fund,04/06/2024,,USD,75000000.0000,D6406,"Financial services",,"Africa, South Asia, Southeast Asia","India, Sri Lanka",Luxembourg,Medium-High,"The green basket bond will finance small-scale green projects and businesses, funded through micro, small and medium enterprise (MSME) lenders across Africa, South and South-East Asia.  Similar to the first basket bond launched in 2022, the proceeds of the bond are expected to be deployed to around 10-15 financial institutions across Asia and Africa through directed green lines to MSME lenders. The team has also received approval for a parallel capacity building programme of £420,000, which will support MSME lenders to develop their green lending capabilities, often for the first time.  The investment builds on the successful partnership between BII and Symbiotics following the successful deployment of the first basket bond. It will continue to demonstrate the ability to support green asset creation within the MSME segment across markets, through green directed lending via an innovative capital markets instrument.","We agreed on an ESAP which focuses on an internal audit of the ESMS and resulting updates, as well as adjustments in the clients' E&S due diligence and monitoring reports to capture consumer protection contextual risks and assessment.","The investment aims to increase access to renewable energy and avoid and reduce greenhouse gas (GHG) emissions by providing access to finance for green projects (SDG target 7.2, 7.3, 13a).","- Economic enabler: Through the basket bond, we provide directed loans to SME banks to sustain and grow their green lending portfolios. The underlying loans will support projects across varied sub-segments and contribute to reducing greenhouse emissions and increasing access to energy.","- Catalysing markets: Successful execution of the basket bond could attract other investors to the market in the future and support the growth of the financial industry, specifically for green lending to SMEs in developing markets.",Planet,"Global. Africa (min. 30 per cent), India (up to 50 per cent) remaining in South (Pakistan, Sri Lanka, Bangladesh and Nepal) and South East Asia (Indonesia and Vietnam).","Projects can span renewable energy, energy efficiency, clean transportation, green buildings, agri./forestry/land use. Countries are varied in terms of impact: (i) eligible geographies include countries such as India and Indonesia that are among the top 10 largest emitters of greenhouse gas emissions globally (SDG 13), (ii) eligible geographies also include countries in sub-Saharan Africa which continues to be the region with the highest rate of energy poverty globally.",,,,,,,"We expect to reach 10-15 underlying financial institutions through the bond.","- Duration: Five years post ramp-up period i.e. the tenor of the bond. - Depth: Expected to be deep given shallowness of the market across our geographies, particularly at the SME bank level.",,"- Financial additionality: The basket bond would not occur without our capital and underlying lending would take a longer time to materialise owing to the limited appetite and capacity for green issuances by SME banks. - Value additionality: Support for developmental strategies through the creation of a dedicated basket bond structure to facilitate the growth of the green lending market in SME banks; likely technical assistance support for developing underling financial institution capabilities.","Alignment Risk","Relates to the capacity of Symbiotics and underlying banks to appropriately source and categorise green assets.","Execution Risk","Relates to the potential scarcity of underlying green assets Given the green lending market for SMEs is still relatively nascent and limited.",,,"Goal 7: Affordable and clean energy,Goal 13: Climate action",,9,,,,,,"Fully qualified",,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,01/09/2024,01/06/2025,Active
F1949,"Momentum Africa Real Estate Parallel Company",,https://momentum.co.uk/institutional-investor/real-estate,"Investment 01",Fund,08/08/2018,,USD,30000000.0000,D2142,"Construction and real estate",,Africa,Kenya,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The need for new housing supply in India is significant. There is a major shortage of affordable and mid income housing, with urban population growth and related long term trends driving an additional need for 4.3m homes per annum. The fund’s strategy is to contribute to addressing this affordable housing shortfall, whilst demonstrating the commercial potential of the market segment, catalysing the lower end of the market over the longer term.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F932,"Myanmar Opportunities Fund II","The Myanmar Opportunities Fund II (MOF II) targets the country’s high-growth sectors, including consumer products and services, technology, telecommunication, banking and financial services.",http://www.deltacapital.com/,"Investment 01",Fund,29/09/2017,,USD,15000000.0000,D2152,"Financial services, Manufacturing, Technology and telecoms",,"Rest of the World",Myanmar,"Cayman Islands",,"In 2017, CDC made a $15 million commitment to MOF II.    Our investment, alongside those from other DFIs and private investors, can provide early stage capital to fuel private sector growth in Myanmar.","We will work with the fund managers to develop and implement an ESMS for this first-time fund.",,,,,,,,,,,,,,,,,,,,,,,,,,"Myanmar is one of the fastest growing economies in South East Asia, but challenges still remain to assure long-term economic recovery and create shared prosperity. While consistently declining over the past ten years, the poverty rate remains substantial, and Myanmar still has the lowest life expectancy and highest infant mortality rates in the region.  Small and medium-sized enterprises (SMEs) are expected to be the engine of Myanmar's economic growth and a key generator of new employment opportunities.  However, the private sector is in its infancy and the supply of capital is limited. Our investment will enable the fund manager to support the development of the country’s private sector by providing early stage and growth capital to support SME expansion.  MOF II first investment was in Frontiir, one of Myanmar’s fastest growing internet service providers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F2438,"Navis Asia Credit Fund","The Fund targets mid-market direct lending in emerging Southeast Asia across a range of sectors. Loan investments are primarily senior secured with security over assets and/or cashflows and bespoke covenants.",https://www.naviscapital.com/,"Investment 01",Fund,04/12/2024,,USD,25000000.0000,D6443,"Business and consumer services",,"Rest of the World",Indonesia,Singapore,Medium-High,"We are providing $25 million first close commitment to the Navis Asia Credit Fund (NAC), managed by Navis Capital Partners (Navis). NAC will lend to mid-sized companies and projects operating in South-East Asia across a range of sectors including energy and supply chain decarbonisation, manufacturing, sustainable logistics and sustainable real estate.","We will engage closely with the fund manager to monitor the implementation of their E&S Management system in line with our requirements and monitoring of the E&S risks across their portfolio.","- Accelerate climate mitigation by investing in clean energy business models that support decarbonisation (SDG 13a).","Direct: Avoid or reduce GHG emissions by providing credit for climate-finance eligible activities across the power sector, consumer goods and retail, social infrastructure, manufacturing, real estate, and other related sectors.",,Planet,Global,N/A,,,,,,,N/A,"Expected to be deep based on high emission intensity and growth trajectory of the economies in Southeast Asia, as evidenced  by the USD 370b needed over the next 5 years for SEA to stay on target for meeting its decarbonisation commitments. The  Fund has also agreed to set a 60% climate finance target at the Fund level.",,"Financial additionality: DFI capital is anchoring a first close and helping the Fund to reach its target viable size. Value additionality: We have supported Navis to develop and integrate a more advanced climate finance approaches.","Execution Risk","The strategy targets some innovative business models in the region, which face origination and execution  challenges. Partly mitigated by Navis’ origination track record and the Managing Partner’s credit expertise.",,,,,"Goal 13: Climate action",,5,,,,,,"Partially qualified",,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Growth,01/03/2025,01/06/2025,Active
F940,"NDB Venture Investment (Pvt) Ltd",,,"Investment 01",Fund,01/01/2003,,LKR,3000000.0000,D261,,,Asia,,"Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F262,"Neoma Africa Fund","This is a pan-African mid-cap fund.",https://www.act.is/,"Investment 01",Fund,02/09/2008,,USD,75000000.0000,D116,"Business and consumer services, Construction and real estate, Financial services, Food and agriculture, Infrastructure, Manufacturing, Technology and telecoms",,Africa,"Cote d'Ivoire, Ethiopia, Ghana, Kenya, Nigeria, Senegal, South Africa",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F61,"Neoma Africa Fund III","The Neoma Africa Fund III focuses on well-managed, mid-market leaders in sectors set to benefit from demand driven by the rapid expansion of a young, urban, middle class across sub-Saharan Africa. 

These sectors include consumer goods and services, consumer finance, and resource and infrastructure services in the core geographies of Nigeria, Ghana, Cote d’Ivoire, South Africa and Kenya.",https://www.act.is/,"Investment 01",Fund,09/06/2015,,USD,50000000.0000,D48,"Business and consumer services, Financial services, Health, Manufacturing, Technology and telecoms",,Africa,"Ghana, Kenya, Nigeria, South Africa","Cayman Islands",,"In 2014, CDC invested $50 million into Neoma Africa Fund III, alongside Dutch DFI FMO and private investors. The fund closed at a total size of $990 million. Our investment provides growth capital for mid-market enterprises in key territories.","The fund manager has a well-established approach to environmental and social management and we will continue to support and monitor its approach as the portfolio grows.",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa’s momentum for growth continues, as the continent’s economies continue to diversify away from resources and focus on the potential offered by increasing urbanisation and a growing class of young consumers. Our investment enables the fund manager to tap into this expanding appetite for goods and services. It will also help attract commercial capital to the region. The fund manager also provides strategic and managerial assistance for its investee companies, helping local African businesses to expand across the region.  Success stories include cornerstone investments in Liberty Star Consumer Holdings (one of South Africa's leading FMCG manufacturers), Java House (a Nairobi-based coffee chain), and Joint Medical Holdings (a hospital group in South Africa).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F271,"Neoma South East Asia Fund II","This is an SME-focused fund investing in South East Asia.",https://www.act.is/,"Investment 01",Fund,07/03/2011,,USD,10000000.0000,D125,"Business and consumer services, Education",,"Rest of the World","Asia, Indonesia, Malaysia, Philippines, Singapore, Thailand, Vietnam",Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F271,"Neoma South East Asia Fund II","This is an SME-focused fund investing in South East Asia.",https://www.act.is/,"Investment 02",Fund,30/03/2012,,USD,5000000.0000,D125,"Business and consumer services, Education",,"Rest of the World","Asia, Indonesia, Malaysia, Philippines, Singapore, Thailand, Vietnam",Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F950,"New Silk Route Fund I","This is a generalist mid to large cap private equity fund investing in India.",,"Investment 01",Fund,08/11/2007,,USD,50000000.0000,D262,"Business and consumer services, Education, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia","India, Pakistan","Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","The Investec Africa Credit Opportunities Fund 1 (IACO), sub-Saharan Africa’s first corporate debt fund, will provide long-term capital to businesses of different sizes and sectors across a wide range of countries in the region (excluding South Africa).

The fund aims to kick-start the development of African debt capital markets and to invest in sustainable businesses.",https://www.investec.com/en_gb.html,"Investment 01",Fund,31/12/2012,,USD,30000000.0000,D231,"Business and consumer services, Construction and real estate, Financial services, Food and agriculture, Infrastructure, Manufacturing, Technology and telecoms",,"Africa, West Africa","Africa, Botswana, Ethiopia, Ghana, Kenya, Mauritius, Mozambique, Namibia, Nigeria, Rwanda, South Africa, Tanzania, Zambia, Zimbabwe",Guernsey,,"In 2012, CDC invested $30 million in the Africa Credit fund. The fund is also supported by Dutch development bank, FMO. The Investec Asset Management team is aiming to raise up to $350 million for the fund from commercial investors both in Africa and beyond to provide much-needed capital to African businesses.","We worked closely with the fund manager to contribute to the development and implementation of an ESMS.",,,,,,,,,,,,,,,,,,,,,,,,,,"There is a shortage of credit in sub-Saharan Africa for private sector businesses.  The fund aims to bring in other institutional investors and ensure that their money will be used to provide debt capital to companies across sub-Saharan Africa. The Investec Fund will typically provide capital to businesses and projects which already support local employment, enabling access to longer term funding.  The finance may be used as working capital or to fund expansion, enabling the creation of jobs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2429,"Ninety One Africa Credit Opportunities Fund 3A","This is the third fund by Ninety One in their Credit Opportunities strategy. BII invested USD 30m, enabling a first close of USD 260m, which will help the fund target USD 500m in final close.",https://www.investec.com/en_gb.html,"Investment 01",Fund,14/11/2024,,USD,30000000.0000,D6250,"Business and consumer services, Financial services, Technology and telecoms",,"Africa, Global","Gambia, Georgia, Ghana, Kenya, Nigeria, Turkey, Zimbabwe",Luxembourg,Medium-High,"We invested in the Ninety One Africa Credit Opportunities Fund 3 to mobilise commercial investors into African credit markets private credit and direct growth capital to real economy sectors in Africa.","The Investment is categorised as Medium-High E&S risk. We agreed an ESAP with the fund manager which required enhancements to its ESMS, particularly updating its exclusion list to mirror BII's, integration of GBVH, and distinguishing its approach when investing in primary loans. The fund manager is also required to develop an external grievance mechanism aligned with IFC Performance Standards 1.","Improved economic opportunities as well as access to goods and services through increased access to credit and improved capital market development (SDG 8.1, 9.3)","Catalysing markets: Our commitment to this fund is part of a broader strategy to demonstrate the commercial viability of the private credit asset class in Africa. Signposts of success include raising commercial capital, above market benchmark financial returns at the fund level, and successor fund(s) raised, with a higher percentage of commercial investors in such successor funds.","Direct: Provision of growth capital in the form of senior debt ($10-25 million) to support up to c.40 businesses as they scale. Priority sectors include infrastructure and telecoms, banks and financial institutions, and consumer, industries and services.","Firm owners, employees, suppliers, and customers",Pan-Africa,"Variable given deployment across countries and sectors",,,,,,,"- Catalysing markets: Potential for large scale, market-level impact if successful and resulting in broader replication (both via successor funds and other players launching new private credit funds). This would lead to increased access to debt capital for African businesses. - Direct: Provision of debt to up to c.40 companies (based on an expected final fund size of $500 million).","- Depth of impact is variable depending on the sector and the characteristics of the stakeholders. - Duration of impact is expected to be significant and long-term, especially where access to credit unlocks additional growth for mid-market companies that would otherwise have no funding alternatives for their operations.",,"Financial: Capital is not offered in sufficient quantity. Our capital will help the fund reach its target size; at the fund’s borrower level, capital is not available in sufficient quantity nor on the same terms.","External Risk","Relates to risk that, despite being commercially successful, the fund does not become a model that is replicated by others in the market, because of investor appetite for these markets.","Execution Risk","Relates to the risk that the fund will not reach target fund size or deploy as planned, which would adversely affect the direct and catalytic impact.",,,"Goal 8: Decent work and economic growth,Goal 9: Industry, innovation and infrastructure",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,01/03/2025,01/06/2025,Active
F770,"Ninety One Africa Private Equity Fund 2","The Investec Africa Frontier Private Equity Fund 2 (IAPEF 2) specialises in growth capital and buyout investments in mid-sized companies based in Africa, with a focus on sub-Saharan Africa. 

The fund focuses on the consumer sector and aims to take significant minority or controlling shareholding in its portfolio companies.",https://www.investec.com/en_gb.html,"Investment 01",Fund,25/04/2014,,USD,40000000.0000,D232,"Business and consumer services, Education, Financial services, Infrastructure, Technology and telecoms",,Africa,"Botswana, Egypt, Morocco, Nigeria, South Africa, Tanzania",Guernsey,,"In 2014, CDC invested $40 million into IAPEF 2, alongside DFIs from across the US, Europe, and Africa.  IAPEF 2 has a total fund size of $295 million and looks to make investments of between $15 million to $50 million in portfolio companies.","The fund manager has a well-established approach to environmental and social management and we will continue to support and monitor its approach as the portfolio grows.",,,,,,,,,,,,,,,,,,,,,,,,,,"A lack of long-term private investment has slowed growth in Africa's expanding consumer sector, and entrepreneurs have struggled to grow their businesses and access new market opportunities. Our investment in IAPEF 2 enables the fund manager to provide patient capital to high-growth firms across a range of consumer sectors. This continues the strategy of its predecessor fund, IAPEF 1, which invested in 10 African countries. The fund manager will also provide strategic and operational expertise to investee companies, supporting wider economic growth and job creation.  IAPEF 2 has made several investments. These include in wiGroup, Africa’s dominant mobile transaction technology provider; Mobisol, a provider of off-grid solar home systems in Africa; SJL, a North African transport and logistics business; IDM, a South African consumer debt management company; and Kamoso, a Botswana-based consumer products retailer and distributor. It has also made an additional investment into IHS, Nigeria's mobile telecomms company.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2240,"Norrsken22 Fund (D) AB","Norrsken22 will invest in tech-enabled companies operating in fintech, market enablement, healthtech and edtech across sub-Saharan Africa.",https://www.norrsken22.com/,"Investment 01",Fund,05/10/2022,,USD,15000000.0000,D5149,"Business and consumer services, Financial services, Technology and telecoms",,"Africa, East Africa, Southern Africa, West Africa","Africa, Egypt, Kenya, Nigeria, South Africa",Sweden,Medium-Low,"This investment is part of our strategy to (i) support the local entrepreneurial ecosystem in our markets in order to build new businesses which create jobs, and; (ii) provide us access to early-stage companies that have the potential to create transformational impact at scale. Norrsken22 Fund (D) AB will invest in tech-enabled business models addressing the mass market and lower-income customer segments. It is expected to contribute at scale to productive employment and market efficiencies in priority sectors.","We agreed an ESAP which included the strengthening of their ESMS, introducing environmental and social risk categorisation and a formalised approach to portfolio monitoring, as well as updates to their safeguarding procedure, and the development of internal and external grievance mechanisms.","- Income generating opportunities through direct and indirect job creation (SDG 8.5). - Improved quality of life from increased access to financial services, healthcare, education and other goods and services (SDGs 8.10, 3, 4).","Support the development of a track record for successful local fund managers and support the ecosystem for later-stage venture capital in Africa to attract a greater supply of capital to this segment and further unlock economic growth. Signposts for success in the medium term would be the fund delivering growth of investees, positive financial returns and follow-on fundraises. Longer-term markers of success would be the growth of the availability of later-stage venture capital through additional Africa-focused VC funds being established.","Invest in 20-25 fintech, marketplace, medtech and edtech business models with potential for rapid scaling.","Employees and suppliers","Sub-Saharan Africa, primarily Nigeria, Kenya, South Africa and Ghana.","Business owners, workers across a range of sectors, particularly in technology and software.","Suppliers and consumers",,"B2C segments will primarily target underserved individuals, especially those with potential for large scale and therefore likely to have a wider reach in hard-to-reach locations.",,,,,,,"- Financial additionality: Our participation will help the fund reach its target size",,,,,,,"Goal 3: Good health and well-being,Goal 4: Quality education,Goal 8: Decent work and economic growth",,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F1729,"Novastar Ventures Africa Fund II","Novastar Ventures is a Nairobi-based venture capital firm which specialises in early stage ventures in East Africa.  The firm primarily invests in education, healthcare, agri-businesses, food, and water sectors which target low-income communities.",https://www.novastarventures.com/,"Investment 01",Fund,19/10/2018,,USD,15000000.0000,D3271,"Business and consumer services, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,Africa,"East Africa, Ghana, Kenya, Nigeria, West Africa",Mauritius,,"In 2018, BII (then CDC) made a $15 million commitment to the first close of Novastar Ventures Africa Fund II.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Novastar will catalyse growth in businesses that provide basic goods and services at scale and economic opportunities for low income, mass markets. If successful, the fund can help prove the venture impact investing model in Africa which remains nascent.  Fund II is the natural evolution of Fund I and is critical to proving the VC model to develop innovative business models to positively impact underserved mass markets and low-income populations.  The fund’s investments include companies such as MoniePoint, a financial inclusion digital platform that has generated large scale benefits for MSMEs in Nigeria.  It has also invested in BasiGo, an e-mobility company looking to revolutionize and decarbonize the public transport sector in Kenya and Rwanda.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F2473,"Novastar Ventures Africa People and Planet Fund III LP","Novastar Ventures is a Nairobi-based venture capital firm which specialises in early stage ventures in East Africa. The firm primarily invests in education, healthcare, agri-businesses, food, and water sectors which target low-income communities.",https://www.novastarventures.com/,"Investment 01",Fund,28/08/2024,,USD,10000000.0000,D6455,Infrastructure,,"East Africa, West Africa",India,"United Kingdom",Medium-Low,"We committed $10 million to Novastar Ventures Africa People and Planet Fund III, an early-stage venture capital firm in Africa. The fund invests in innovative, technology-led business models solving challenges facing the planet and low-income populations.","We worked closely with Novastar and DFI partners to strengthen Novastar's existing ESMS, including environmental and social capacity to manage supply chain and safeguarding risks associated with Fund III pipeline opportunities and existing portfolio.","- Accelerated climate adaptation, resilience and mitigation through technologies (SDG 13). - Increased economic opportunities through technologies that increase climate adaptation and resilience for those most vulnerable to climate change (SDG 8, SDG 13).","Direct: Fund III will invest in approximately 12 technology companies addressing challenges to climate change and challenges faced by low-income populations.","Catalysing markets: Venture capital funding in Africa remains nascent at the seed and growth stages, and moderate for early-stage investing (Series A to B). There is a continued need for BII and DFIs more generally to support fund managers, particularly those with a climate mandate, to develop a track record and stimulate the ecosystem for venture capital in Africa towards attracting a greater supply of capital. The aim is to advance climate action (adaptation, resilience, and mitigation) and unlock economic growth.",Planet,N/A,N/A,"Customers – farmers, households, SMEs etc.","Pan Africa","Fund III has a sector agnostic approach and aims to reach populations characterised by: limited ability to afford basic goods and services; insecure income and vulnerability to income shock; low-income living on or under $6/day; limited access to markets.",,,,"By the end of the fund's life, it is estimated to mitigate: more than 30 million tonnes of greenhouse gas emissions avoided or removed;  more than 8 million tonnes of waste avoided, removed or recycled; more than 1 million hectares of land improved for biodiversity and/or soil health. By the end of the fund's life, it is estimated to reach more than 25 million stakeholders of which more than 13 million will enhance their climate resilience. We estimate that more than 50 per cent will be low-income populations.","The fund's strategy will increase the resilience of the target stakeholders who are more vulnerable to climate change, increase affordability for climate positive goods and services, and enable the development of key infrastructure for climate. These impacts are expected to be deep and long lasting.",,"Financial additionality: Capital is not offered in sufficient quantity. Our commitment supports the fund in reaching a viable first close.","Execution Risk","Ability to execute the strategy and accurately represent, measure and report on climate.",,,,,"Goal 8: Decent work and economic growth,Goal 13: Climate action",,,,,,,,"Partially qualified",,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,01/12/2024,01/06/2025,Active
F969,"Novastar Ventures East Africa Fund I LP","Novastar Ventures East Africa Fund I is a venture fund that invests in innovative, early-stage businesses that widen market access and provide economic opportunities for low-income, mass market populations in East Africa.",https://www.novastarventures.com/,"Investment 01",Fund,26/03/2014,,USD,14650000.0000,D264,"Business and consumer services, Education, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,Africa,"Ethiopia, Kenya, Nigeria, Uganda",Mauritius,,"In 2014, CDC made a $15 million commitment to the Novastar Ventures East Africa Fund, alongside the EIB, the Dutch Good Growth Fund and other European DFIs including Norway’s Norfund, the Netherlands’ FMO, and France’s Proparco.   Other investors include AXA, JPMorgan Chase, and Hivos-Triodos Fund. It was the first investment made by the Impact Fund.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.",,,,,,,,,,,,,,,,,,,,,,,,,,"The fund provides capital and support to early stage innovative businesses to help them scale successfully. Novastar invests in businesses that improve access to affordable goods and services such as healthcare, energy, education and sanitation to low income populations.   The fund’s investments include companies such as Sanergy, a Kenyan franchise which provides small-scale, high-quality sanitation facilities in Nairobi's urban slums.  It has also invested in Komaza, a forestry company, which works with over 9,000 subsistence farmers in Eastern Kenya to address the large and fast-growing demand for wood products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F969,"Novastar Ventures East Africa Fund I LP","Novastar Ventures East Africa Fund I is a venture fund that invests in innovative, early-stage businesses that widen market access and provide economic opportunities for low-income, mass market populations in East Africa.",https://www.novastarventures.com/,"Investment 02",Fund,26/03/2015,,USD,350000.0000,D264,"Business and consumer services, Education, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,Africa,"Ethiopia, Kenya, Nigeria, Uganda",Mauritius,,"In 2014, CDC made a $15 million commitment to the Novastar Ventures East Africa Fund, alongside the EIB, the Dutch Good Growth Fund and other European DFIs including Norway’s Norfund, the Netherlands’ FMO, and France’s Proparco.   Other investors include AXA, JPMorgan Chase, and Hivos-Triodos Fund. It was the first investment made by the Impact Fund.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.",,,,,,,,,,,,,,,,,,,,,,,,,,"The fund provides capital and support to early stage innovative businesses to help them scale successfully. Novastar invests in businesses that improve access to affordable goods and services such as healthcare, energy, education and sanitation to low income populations.   The fund’s investments include companies such as Sanergy, a Kenyan franchise which provides small-scale, high-quality sanitation facilities in Nairobi's urban slums.  It has also invested in Komaza, a forestry company, which works with over 9,000 subsistence farmers in Eastern Kenya to address the large and fast-growing demand for wood products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F2242,"Omnivore Agritech & Climate Sustainability Fund III","The Fund invests in breakthrough technologies for the Indian agriculture and food sector with the aim of increasing smallholders’ profitability and resilience, improving agricultural sustainability and catalysing climate action.",https://www.omnivore.vc/,"Investment 01",Fund,15/12/2023,,INR,10000000.0000,D5384,"Financial services, Food and agriculture, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,India,Medium-Low,"This investment is part of our strategy to (i) support the local entrepreneurial ecosystem in our markets in order to build new businesses which create jobs, and; (ii) provide us access to early-stage companies that have the potential to create transformational impact at scale. Omnivore supports the growth of early-stage companies in agriculture and food systems in India, that are improving farmer profitability, enhancing their resilience, improving overall agriculture sustainability, and catalysing climate action.","We have agreed on an Environmental and Social Action Plan (ESAP) that is focused on improving the management of environmental and social risks throughout the investment cycle. This includes a revised approach to Environmental and Social Due Diligence (ESDD) that covers climate risks, safeguarding risks, and data security.","Direct: Promote economic growth and productivity for smallholder farmers (SDG 8.1, 8.2).","Direct: By investing in companies that are enabling the following for smallholder farmers: 1) Improving smallholder farmers’ incomes by: a) reducing farming costs by providing precision advisory; b) reducing post-harvest distress sales by providing warehousing and storage infrastructure; c) providing higher prices at the farmgate; d) income diversification companies. 2) Improving smallholder farmers’ farm productivity through: a) precision advisory; b) integrated farmer services platforms that provide full stack offerings; c) propelling financial inclusion of smallholder farmers by providing access to credit, insurance, and neo-banking services.","Direct: Across Fund I and II, we found that Omnivore’s companies take different routes to sustainability across both mitigation and adaptation and resilience. Some of these include: 1) Mitigation: reduced greenhouse gas emissions by a) providing alternatives to chemical-based inputs; b) providing tailored recommendations from soil testing services and other advisory services; c) reducing food loss from setting up post-harvest infrastructure for warehousing and storage. 2) Adaptation and resilience: a) providing agronomic advisory to improve adaptability to climate change; b) income diversification through uptake of livestock rearing; c) improved resource use efficiency through precision agriculture.",Farmers,India,"We expect at least 30 per cent of the farmers served to be living below $6.85 per day [2017 PPP].",Planet,India,"We expect at least 15 per cent of the fund to be invested in 'climate finance' eligible companies.",,,,"Expected to reach millions of farmers","Depth: To date, Omnivore has: a) Reduced greenhouse emissions by 1.2 million metric tonnes; b) 0.9 million metric tonnes of food wastage avoided; c) 7.4 billion litres of water saved. Related to adaptation and resilience, Omnivore has: a) Enabled climate insurance coverage worth $1 million; b) Disbursed loans worth $53 million.",,"Financial additionality: Our capital will help the fund reach its viable fund size.","Execution Risk",,,,,,"Goal 8: Decent work and economic growth,Goal 13: Climate action",,8,,,,,,"Partially qualified",,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Growth,01/03/2024,01/06/2025,Active
