"Fund ID","Fund name","Company name","Company ID",Region,Country,Sector,Status,"Fossil fuel or renewable exposure","Start Date","End date"
F2259,"Blume Ventures India Fund IV","Resellme Tech Private Limited",C8921,"South Asia",India,"Technology and telecoms",Active,,30/09/2022,
F832,"Leapfrog Financial Inclusion Fund II","Resolution Insurance",C3821,"East Africa",Kenya,"Financial services",Exited,,01/12/2014,30/06/2021
F539,"EuroMena III","Retail Holding",C3823,"North Africa",Morocco,"Business and consumer services",Active,,05/05/2017,
F2006,"Incofin India Progress Fund I","Retranz Infolabs Private Limited (SuperZop)",C7267,"South Asia",India,"Food and agriculture",Active,,21/09/2021,
F2227,"UK Climate Investments LLP","Revego Africa Energy Limited",C9122,"Southern Africa","South Africa",Infrastructure,Active,,31/12/2018,
F1172,"Stellaris Venture Partners II","RevenueHero, Inc.",C8045,"South Asia",India,"Technology and telecoms",Active,,31/03/2025,
F2062,"3one4 Capital - Fund III","Reverberation Tech (Urban Yogi)",C7649,"South Asia",India,"Technology and telecoms",Exited,,30/09/2021,31/03/2025
F2280,"Partech Africa II","Revio Pay Inc",C9111,"Southern Africa","South Africa","Financial services",Active,,05/10/2023,
F2425,"3one4 Capital IFSC Fund","Rezolv AI Technology Solutions Pvt Ltd",C10019,"South Asia",India,"Financial services",Active,,31/03/2025,
F1933,"Africa Forestry Fund II","Rhino Modified Wood (Pty) Ltd",C7728,"Southern Africa","South Africa",Manufacturing,Active,,01/02/2022,
F551,"Ezdehar Egypt Mid-Cap Fund","Rich Foods Industries",C6593,"North Africa",Egypt,"Food and agriculture",Active,,11/12/2019,
F770,"Ninety One Africa Private Equity Fund 2",Richfield,C6110,"Southern Africa","South Africa",Education,Exited,,31/10/2018,08/11/2024
F2102,"Meridiam Infrastructure Africa Parallel Fund II SLP (MIAPF II)","Rift Valley Energy Tanzania",C8882,"East Africa",Tanzania,Infrastructure,Active,Renewable,30/06/2023,
F34,"Synergy Private Equity Fund","Riggs Ventures (West Africa) Ltd",C3827,"West Africa",Nigeria,Manufacturing,Exited,,30/06/2015,30/06/2023
F1172,"Stellaris Venture Partners II",Rigi,C7899,"South Asia",India,"Technology and telecoms",Active,,13/08/2021,
F1143,"Solon Capital Holdings","Rising International Education and Learning Limited",C5603,"West Africa","Sierra Leone",Education,Exited,,30/09/2017,31/03/2025
F211,"Amicus Capital Partners Private Equity I","Rivaara Labs Private Limited",C8574,"South Asia",India,Health,Active,,14/10/2022,
F2431,"Wavemaker Impact Sub-Fund 1","Rize Pte. Ltd.",C9439,"Rest of the World","Indonesia, Vietnam","Food and agriculture",Active,,31/12/2023,
F10,"African Rivers Fund","RJ Trading Sarl",C3830,"Central Africa","Democratic Republic of Congo","Business and consumer services",Active,,01/04/2016,
F2198,"Equator Africa Fund","Roam Electric AB",C8993,"East Africa",Kenya,Manufacturing,Active,,30/06/2023,
F236,"Ascent India Fund III","Robosoft Technologies Pvt Ltd",C3836,"South Asia",India,"Technology and telecoms",Active,,30/04/2015,
F2037,"BluePeak Private Capital Fund","Robust International Commodities Pte. Ltd",C9784,"East Africa, West Africa","Burkina Faso, Cote d'Ivoire, Mozambique","Business and consumer services",Active,,30/09/2024,
F2070,"Chiratae Ventures International Fund IV","Rodeo Travel Technologies Pvt Ltd",C6804,"South Asia",India,"Technology and telecoms",Active,,29/01/2020,
F1938,"Amethis Fund II S.C.A SICAR","Rogers Hospitality (VLH Ltd)",C6242,"East Africa",Mauritius,"Construction and real estate",Active,,06/09/2019,
F1920,"Phatisa Food Fund 2","Rolfes Holdings Limited",C7054,"Southern Africa","South Africa","Food and agriculture",Exited,,30/06/2020,31/03/2025
F2426,"African Rivers Fund IV","Rovis Investments Ltd",C9645,"East Africa",Uganda,"Construction and real estate",Active,,30/06/2024,
F2133,"Uhuru Growth Fund I","Royal Foam Products Nigeria Limited",C8867,"West Africa",Nigeria,Manufacturing,Active,,31/03/2023,
F1271,"Ventureast Proactive Fund LLC","Royal Images Catalogue Company (Onemi Technology)",C6033,"South Asia",India,"Business and consumer services",Active,,20/10/2011,
F1967,"Africa Food Security Fund I","Royal Oven Limited (ROL) Group",C6594,"East Africa",Tanzania,"Business and consumer services",Active,,15/10/2019,
F2281,"SEAF Caribbean SME Growth Fund","Royal Treats",C9454,"Rest of the World",Caribbean,"Food and agriculture",Active,,30/11/2023,
F1017,"Pembani Remgro Infrastructure Mauritius Fund I LP","RSAWeb (Pty) Ltd",C3846,"Southern Africa","South Africa","Technology and telecoms",Exited,,13/01/2017,31/12/2020
F151,"African Development Partners II",RTT,C3848,"Southern Africa","South Africa","Business and consumer services",Active,,30/06/2014,
F469,"DI Frontier Fund 2","Rukarara VI HPP Ltd",C6111,"East Africa",Rwanda,Infrastructure,Exited,,01/10/2018,30/06/2021
F589,"Frontier PE (Cayman) L.P.","Runner Automobiles Ltd",C3850,"South Asia",Bangladesh,Manufacturing,Active,,05/11/2013,
F2073,"Ankur Capital II","Rupify Technology Solutions Pvt. Ltd",C7268,"South Asia",India,"Technology and telecoms",Active,,31/03/2021,
F469,"DI Frontier Fund 2","Rwenzori Hydro (PVT) Ltd",C3857,"East Africa",Uganda,Infrastructure,Active,Renewable,30/09/2017,
F2469,"Actis Asia Real Estate 2 RX Co-Investment LP","RX Propellant Pvt. Ltd",C9608,"South Asia",India,"Construction and real estate",Active,,30/06/2024,
F443,"Cordiant Emerging Loan Fund IV","SA Taxi II",C3864,"Southern Africa","South Africa","Business and consumer services",Exited,,01/10/2014,30/06/2022
F1120,"SGI Ethiopia Growth and Transformation Fund","SA-Med Plc",C3883,"East Africa",Ethiopia,Health,Active,,19/06/2014,
F1971,"SCB Funded Risk Participation - Sierra Leone","Saad Group",C6113,"West Africa","Sierra Leone","Business and consumer services",Exited,,01/01/2018,30/06/2019
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Saatvik Green Energy",X0075,"South Asia",India,Infrastructure,Active,,09/03/2023,
F2240,"Norrsken22 Fund (D) AB",Sabi,C8689,"West Africa",Nigeria,"Technology and telecoms",Active,,30/03/2022,
F454,"CX Partners Fund II","Sabine Hospital & Research Centre Pvt. Ltd",C9804,"South Asia",India,Health,Active,,30/06/2024,
F1271,"Ventureast Proactive Fund LLC","Sabse Technologies Inc (VYSR Inc)",C3866,"South Asia, US & Canada","India, USA","Technology and telecoms",Active,,31/03/2008,
F1950,"pi Ventures Fund I","Sabstone Ltd (Oweme)",C6114,"South Asia",India,"Technology and telecoms",Exited,,31/10/2018,30/06/2022
F2002,"Techxila Fund I",Safepay,C7194,"South Asia",Pakistan,"Business and consumer services",Active,,31/12/2021,
F2006,"Incofin India Progress Fund I","SaGgraha Management Services Pvt. Ltd",C9647,"South Asia",India,"Financial services",Active,,14/05/2024,
F1984,"SPE Capital Africa Industrialisation Fund","Saham Pharma",C6849,"North Africa",Morocco,Health,Active,,05/03/2020,
F139,"Africa Renewable Energy Fund",Sahanivotry,C6234,"East Africa",Madagascar,Infrastructure,Active,Renewable,02/12/2018,
F759,"Insitor Impact Asia Fund Private Limited","Sahar Brothers (Private) Limited",C7658,"South Asia",Pakistan,"Construction and real estate",Active,,01/09/2021,
F755,"Injaro Agricultural Capital Holdings Ltd","Sahel Grains",C3872,"West Africa",Ghana,"Food and agriculture",Exited,,01/07/2016,30/06/2022
F2006,"Incofin India Progress Fund I","Sahyadri Farms Post Harvest Care Limited",C8004,"South Asia",India,"Food and agriculture",Active,,30/06/2022,
F2304,"South Asia Growth Fund III, L.P.","Sahyadri Farms Post Harvest Care Limited",C8004,"South Asia",India,"Food and agriculture",Active,,31/12/2024,
F1460,"BTS India Private Equity Fund","Sai Sudhir Infrastructure Pvt Ltd Hyderabad",C3875,"South Asia",India,Infrastructure,Active,,30/09/2008,
F1271,"Ventureast Proactive Fund LLC","Sai Sudhir Infrastructure Pvt Ltd Hyderabad",C3875,"South Asia",India,Infrastructure,Active,,31/12/2008,
F1028,"Pragati India Fund Limited (formerly PI International)","Saija Finance Private Limited",C3876,"South Asia",India,"Financial services",Active,,30/03/2012,
F589,"Frontier PE (Cayman) L.P.","Saltside Technologies AB",C3880,"South Asia",Bangladesh,"Technology and telecoms",Active,,23/01/2015,
F172,"AfricInvest III","Salvador Caetano Group",C3881,Africa,Africa,"Business and consumer services",Active,,30/11/2015,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Samunnati Financial Intermediation",C8042,"South Asia",India,"Financial services",Active,,31/03/2022,
F2410,"Micro, Small & Medium Enterprises Bonds S.A.","Samunnati Financial Intermediation",C8042,"South Asia",India,"Financial services",Active,,24/08/2022,
F2265,"Elevar India V","Samunnati Financial Intermediation",C8042,"South Asia",India,"Financial services",Active,,10/03/2023,
F2037,"BluePeak Private Capital Fund","Sancella SA",C9831,"North Africa",Tunisia,"Business and consumer services",Active,,08/10/2024,
F1023,"Plenty Private Equity Fund I (Multiples II)","Sanctum Wealth Management Private Limited",C5919,"South Asia",India,"Financial services",Active,,28/03/2018,
F969,"Novastar Ventures East Africa Fund I LP","Sanergy Inc.",C3886,"East Africa",Kenya,Manufacturing,Active,,30/06/2014,
F454,"CX Partners Fund II","Sapphire Foods India Limited",C7128,"South Asia",India,"Business and consumer services",Exited,,30/09/2021,31/03/2023
F2265,"Elevar India V",Sarvagram,C8874,"South Asia",India,"Financial services",Active,,10/03/2023,
F2002,"Techxila Fund I",SastaTicket,C7193,"South Asia",Pakistan,"Technology and telecoms",Active,,22/08/2022,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Satya MicroCapital Limited",C7435,"South Asia",India,"Financial services",Active,,30/06/2021,
F2433,"CRE Venture Capital Fund III A LP","Sava Technologies, Inc.",C9678,"Southern Africa","South Africa","Technology and telecoms",Active,,20/02/2024,
F2198,"Equator Africa Fund","Savant Group Limited",C8992,"East Africa, Southern Africa, West Africa","Cote d'Ivoire, Kenya, Togo, Uganda, Zambia",Infrastructure,Active,,30/06/2023,
F2259,"Blume Ventures India Fund IV","Savdo Technologies Private Limited",C10011,"South Asia",India,Health,Active,,25/11/2024,
F2480,"Micro, Small & Medium Enterprises Bonds S.A. Compartment 507","Save Solutions Private Limited",C10007,"South Asia",India,"Financial services",Active,,29/10/2024,
F2002,"Techxila Fund I",Savyour,C7609,"South Asia",Pakistan,"Business and consumer services",Active,,31/12/2021,
F883,"Meridiam Infrastructure Africa Fund","Scaling Solar Kahone",C6115,"West Africa",Senegal,Infrastructure,Active,Renewable,31/12/2018,
F883,"Meridiam Infrastructure Africa Fund","Scaling Solar Touba",C6116,"West Africa",Senegal,Infrastructure,Active,Renewable,31/12/2018,
F2043,"SDG Outcomes Fund","School For Life",C9959,"West Africa",Ghana,Education,Active,,31/03/2025,
F2070,"Chiratae Ventures International Fund IV","Science for Society Techno Services (S4S)",C7805,"South Asia",India,Manufacturing,Active,,30/09/2022,
F2259,"Blume Ventures India Fund IV","Scribble Data Private Limited",C8922,"South Asia",India,"Technology and telecoms",Active,,31/03/2022,
F1172,"Stellaris Venture Partners II","Sea Turtle Pvt Ltd (Zouk)",C7489,"South Asia",India,"Business and consumer services",Active,,09/07/2021,
F2103,"Aavishkaar India Fund VI","Sea Turtle Pvt Ltd (Zouk)",C7489,"South Asia",India,"Business and consumer services",Active,,19/09/2024,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Seacom Limited",C5604,Africa,Africa,"Technology and telecoms",Exited,,01/12/2017,31/12/2021
F2184,"TIDE Africa II LP","Seamless HR",C7641,"West Africa",Nigeria,"Technology and telecoms",Active,,30/11/2021,
F2200,"Vantage Mezzanine IV Southern African Sub-Fund","Seaton Estates Investment",C8683,Africa,"Southern Africa","Financial services",Active,,31/12/2021,
F1115,"Seedfund2 International",Seedfarm,C3908,"South Asia",India,"Financial services",Active,,30/11/2010,
F2266,"Lok Capital IV LLC","Seeds Fincap Private Limited (“Seeds”)",C9079,"South Asia",India,"Financial services",Active,,30/09/2023,
F1652,"GEF South Asia Fund II","Seedworks International Private Limited",C6805,"South Asia",India,"Food and agriculture",Active,,30/07/2020,
F755,"Injaro Agricultural Capital Holdings Ltd","Sekaf Ltd",C3909,"West Africa",Ghana,"Business and consumer services",Active,,12/07/2013,
F1701,"Healthquad Fund II","Sekhmet Technologies Pvt. Ltd",C8034,"South Asia",India,"Technology and telecoms",Active,,31/07/2020,
F1070,"Regional Education Finance Fund for Africa","Select Eswatini",C8608,"East Africa, Southern Africa","Eswatini, Kenya, Lesotho, Malawi, Mauritius, Uganda","Financial services",Active,,10/12/2019,
F1971,"SCB Funded Risk Participation - Sierra Leone","Selina Enterprise",C6117,"West Africa","Sierra Leone",Manufacturing,Exited,,01/01/2018,31/12/2018
F1933,"Africa Forestry Fund II","Selokwe Agri (Pty) Ltd",C6386,"Southern Africa","South Africa",Manufacturing,Active,,27/08/2019,
F2426,"African Rivers Fund IV","Selton Hotel Sarl",C9995,"Central Africa","Democratic Republic of Congo","Business and consumer services",Active,,31/12/2024,
F2126,"Ventures Platform Fund IV",SendMe,C8674,Africa,Africa,"Business and consumer services",Active,,01/03/2022,
F883,"Meridiam Infrastructure Africa Fund","Senegy PV S.A",C3915,"West Africa",Senegal,Infrastructure,Active,Renewable,30/06/2017,
F1134,"SilverStreet Private Equity Strategies SICAR - Silverlands Fund","Serenje District Farms",C3917,"Southern Africa",Zambia,"Food and agriculture",Active,,31/03/2013,
F2077,"Ezdehar Mid cap Fund II","SETA Textiles SAE",C9482,"North Africa",Egypt,"Business and consumer services",Active,,31/12/2023,
F2024,"Dolma Impact Fund II","Setikhola Hydropower Pvt. Ltd",C8884,"South Asia",Nepal,Infrastructure,Active,Renewable,12/04/2023,
F2102,"Meridiam Infrastructure Africa Parallel Fund II SLP (MIAPF II)",SETRAG,C8036,"Central Africa",Gabon,Infrastructure,Active,,14/03/2022,
F844,"Lighthouse India Fund III, Limited","Shaily Engineering",C7381,"South Asia",India,Manufacturing,Active,,24/09/2021,
F1947,"Anthem Asia Myanmar SME Venture Fund","Shan Orchard",C6595,"Rest of the World",Myanmar,"Food and agriculture",Active,,07/12/2019,
F978,"Omnivore Partners India Fund 2","Shapos Services Private Limited (Reshamandi)",C7055,"South Asia",India,"Food and agriculture",Active,,06/01/2021,
F1232,"TLCom TIDE Africa Fund",Shara,C6850,Africa,Africa,"Technology and telecoms",Active,,24/05/2020,
F2240,"Norrsken22 Fund (D) AB",Shara,C6850,Africa,Africa,"Technology and telecoms",Active,,04/05/2023,
F2126,"Ventures Platform Fund IV","Shekel Mobility (Shekel Corporation)",C8662,"West Africa",Nigeria,"Technology and telecoms",Active,,01/02/2022,
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","Shillong Expressway Limited",C3941,"South Asia",India,Infrastructure,Exited,,31/03/2017,30/09/2022
F1172,"Stellaris Venture Partners II","Shortloop Technologies Private Ltd.",C9039,"South Asia",India,"Technology and telecoms",Active,,18/07/2023,
F1271,"Ventureast Proactive Fund LLC","Si2 Microsystems Ltd",C3951,"South Asia",India,Manufacturing,Active,,17/06/2009,
F1936,"African Development Partners III",Sicam,C6851,"North Africa",Tunisia,"Food and agriculture",Active,,01/05/2020,
F2242,"Omnivore Agritech & Climate Sustainability Fund III","Sids Farm Private Limited",C9698,"South Asia",India,"Food and agriculture",Active,,30/06/2024,
F1129,"Sierra Investment Fund","Sierra Fishing Company",C3958,"West Africa","Sierra Leone","Food and agriculture",Active,,24/10/2008,
F1971,"SCB Funded Risk Participation - Sierra Leone","Sierra Leone Cement Corporation Limited",C6118,"West Africa","Sierra Leone","Business and consumer services",Exited,,01/12/2016,31/12/2018
F53,"A4C S Feeder LP","Sigma Pensions",C3960,"West Africa",Nigeria,"Financial services",Exited,,01/11/2015,03/03/2023
F1985,"Stellaris Venture Partners India I","Signzy Technologies Private Limited",C6235,"South Asia",India,"Financial services",Active,,02/11/2018,
F2194,"Unitary Fund","Signzy Technologies Private Limited",C6235,"South Asia",India,"Financial services",Active,,08/10/2020,
F1950,"pi Ventures Fund I","Sigtuple Technologies Private Limited",C6119,"South Asia",India,Health,Active,,30/01/2017,
F172,"AfricInvest III","Silafrica Plastics and Packaging Intl. Ltd",C3962,Africa,Africa,Manufacturing,Active,,01/03/2016,
F2274,"Pi Ventures Fund II","Silence Laboratories India Private Limited",C8632,"South Asia, Southeast Asia","India, Singapore","Technology and telecoms",Active,,17/08/2022,
F1134,"SilverStreet Private Equity Strategies SICAR - Silverlands Fund","Silverlands Tanzania Limited",C3963,"East Africa",Tanzania,"Food and agriculture",Active,,21/02/2013,
F1134,"SilverStreet Private Equity Strategies SICAR - Silverlands Fund","Silverlands Vineyards",C3964,"Southern Africa",Namibia,"Food and agriculture",Active,,18/06/2015,
F10,"African Rivers Fund","Simba Oil Ltd",C5672,"East Africa",Uganda,Infrastructure,Exited,,31/03/2018,14/12/2019
F10,"African Rivers Fund","Simba Telecom",C6596,"East Africa",Uganda,"Technology and telecoms",Active,,01/12/2019,
F2259,"Blume Ventures India Fund IV","Since99 Apparel Private Limited",C8932,"South Asia",India,Manufacturing,Active,,20/04/2023,
F10,"African Rivers Fund",Sindco,C6597,"Central Africa","Democratic Republic of Congo",Manufacturing,Active,,01/12/2019,
F2062,"3one4 Capital - Fund III","Sinecycle Tech USA - Sinecycle",C7185,"South Asia",India,Manufacturing,Active,,31/03/2021,
F271,"Neoma South East Asia Fund II","Singapore International School",C3967,"Rest of the World",Indonesia,Education,Active,,01/10/2014,
F1188,"Takura II","Sinopse Holdings Limited (Food Lover's Market)",C3975,"East Africa",Mozambique,"Business and consumer services",Exited,,26/07/2014,31/12/2018
F2473,"Novastar Ventures Africa People and Planet Fund III LP","Sistema.bio Inc",C9732,"East Africa, South Asia","India, Kenya",Infrastructure,Active,,05/11/2024,
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.",SiWare/Neospectra,C6806,"North Africa",Egypt,Health,Active,,30/09/2020,
F770,"Ninety One Africa Private Equity Fund 2","SJL Magreb",C3980,"North Africa",Morocco,"Business and consumer services",Active,,08/04/2017,
F236,"Ascent India Fund III","Skanray Technologies Private Ltd",C3981,"South Asia",India,Health,Active,,01/08/2013,
F2199,"Vantage Mezzanine IV Pan African Sub-Fund","Sky Realty Holding Limited",C7721,"North Africa",Egypt,"Construction and real estate",Active,,31/03/2022,
F18,"Capital Alliance Property Investment Company LP","Skye Capic Select ltd",C3984,"West Africa",Nigeria,"Construction and real estate",Active,,07/04/2008,
F1172,"Stellaris Venture Partners II","Slashbit Inc (Factors.AI)",C7913,"South Asia",India,"Technology and telecoms",Active,,25/05/2022,
F1985,"Stellaris Venture Partners India I","Slintel Inc",C6598,"South Asia",India,"Business and consumer services",Active,,07/11/2019,
F2194,"Unitary Fund","Smallcase Technologies Private Limited",C7753,"South Asia",India,"Technology and telecoms",Active,,12/10/2020,
F2279,"Algebra Ventures II Coöperatief U.A.","SMARKT HOLDING B.V.",C8584,"North Africa",Egypt,"Business and consumer services",Exited,,30/04/2022,30/09/2023
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.","Smart Transport Services and Applications",C6160,"North Africa",Egypt,Manufacturing,Active,,31/03/2019,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Smarter Grid International",X0076,"West Africa",Nigeria,Infrastructure,Active,,08/02/2023,
F2070,"Chiratae Ventures International Fund IV","Smartfin Inc (Workomo)",C7638,"South Asia",India,"Technology and telecoms",Exited,,21/01/2020,21/11/2022
F2070,"Chiratae Ventures International Fund IV","Smartpaddle Technology Private Ltd",C6807,"South Asia",India,"Technology and telecoms",Active,,31/12/2021,
F2240,"Norrsken22 Fund (D) AB","Smile Identity Inc",C8614,Africa,Africa,"Technology and telecoms",Active,,31/10/2022,
F2194,"Unitary Fund","SMPL Technologies Private Limited",C8097,"South Asia",India,"Technology and telecoms",Active,,28/04/2022,
F2070,"Chiratae Ventures International Fund IV","Social Worth Technologies Pvt. Ltd",C9711,"South Asia",India,"Financial services",Active,,30/06/2024,
F883,"Meridiam Infrastructure Africa Fund","Société Autoroutière du Gabon",C6855,"Central Africa",Gabon,Infrastructure,Exited,,30/06/2020,31/12/2022
F2102,"Meridiam Infrastructure Africa Parallel Fund II SLP (MIAPF II)","Société Autoroutière du Gabon",C6855,"Central Africa",Gabon,Infrastructure,Active,,14/03/2022,
F2058,"The Urban Resilience Fund B – International Municipal Investment Fund SCSp","Société d’Aménagement du Littoral de Nouakchott",C9788,"West Africa",Mauritania,Infrastructure,Active,,30/09/2024,
F161,"African Infrastructure Investment Fund III","Société d’Exploitation et de Gestion Aéroportuaire (SEGAP)",C5920,Africa,"West Africa",Infrastructure,Active,,21/06/2018,
F2199,"Vantage Mezzanine IV Pan African Sub-Fund","Société de Production Maraîchère Samir SA",C9790,"North Africa",Morocco,"Food and agriculture",Active,,21/08/2024,
F1938,"Amethis Fund II S.C.A SICAR","Société Ivoirienne de Béton Manufacturé (SIBM)",C7746,"West Africa","Cote d'Ivoire",Manufacturing,Active,,31/03/2022,
F1984,"SPE Capital Africa Industrialisation Fund","Societe Vital SA",C8694,"North Africa",Tunisia,"Food and agriculture",Active,,27/12/2022,
F1593,"Pravega Ventures Fund I","Socionity Software Solutions Pvt Ltd",C6959,"South Asia",India,"Technology and telecoms",Active,,31/12/2020,
F2280,"Partech Africa II",Socium,C9771,"West Africa",Senegal,"Technology and telecoms",Active,,30/09/2024,
F112,"Adenia Capital III (formerly I&P Capital III)",Socolait,C3995,"East Africa",Madagascar,"Food and agriculture",Exited,,31/03/2012,31/12/2022
F10,"African Rivers Fund",SODEP,C5187,"Central Africa","Democratic Republic of Congo",Infrastructure,Exited,,22/05/2017,31/12/2020
F161,"African Infrastructure Investment Fund III","Sodigaz Group",C7207,"West Africa","Burkina Faso",Infrastructure,Active,"Fossil Fuel",01/08/2021,
F10,"African Rivers Fund",Sodikim,C6120,"Central Africa","Democratic Republic of Congo",Manufacturing,Exited,,03/10/2018,31/03/2024
F832,"Leapfrog Financial Inclusion Fund II","SoftLogic Life Insurance PLC",C6121,"South Asia","Sri Lanka","Financial services",Active,,31/12/2018,
F10,"African Rivers Fund","SOGOOD SARL",C3998,"Central Africa","Democratic Republic of Congo","Business and consumer services",Exited,,01/04/2016,30/06/2020
F2426,"African Rivers Fund IV","SOGOOD SARL",C3998,"Central Africa","Democratic Republic of Congo","Business and consumer services",Active,,30/09/2024,
F969,"Novastar Ventures East Africa Fund I LP","Soko Inc.",C4001,"East Africa",Kenya,"Business and consumer services",Exited,,30/04/2015,30/09/2023
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solar Aid Limited",X0077,"East Africa",Uganda,Infrastructure,Active,,27/09/2021,
F759,"Insitor Impact Asia Fund Private Limited","Solar Home Pte Ltd",C6035,"Rest of the World",Myanmar,"Financial services",Active,,20/07/2018,
F1947,"Anthem Asia Myanmar SME Venture Fund","Solar Home Pte Ltd",C6035,"Rest of the World",Myanmar,"Financial services",Active,,07/12/2020,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solar Nation",X0078,"East Africa",Uganda,Infrastructure,Active,,13/03/2023,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solar Panda",X0079,"East Africa",Kenya,Infrastructure,Active,,07/10/2021,
F1017,"Pembani Remgro Infrastructure Mauritius Fund I LP","Solar Saver",C5673,"Southern Africa",Namibia,Infrastructure,Active,Renewable,01/02/2018,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solar Works B.V.",X0080,"East Africa",Mozambique,Infrastructure,Active,,08/12/2021,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solar Works B.V. (Loan II)",X0081,"East Africa",Mozambique,Infrastructure,Active,,06/03/2023,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solar91 Cleantech Pvt Ltd",X0082,"South Asia",India,Infrastructure,Active,,08/07/2022,
F2278,"India Quotient Fund IV",Solarad,C9468,"South Asia",India,"Technology and telecoms",Exited,,30/09/2023,31/03/2025
F1135,"COVID-19 Energy Access Relief Fund, B.V.","SolarAfrica Energy (Pty) Ltd",X0083,"Southern Africa","South Africa",Infrastructure,Active,,30/11/2022,
F524,"Energy Access Ventures Fund","Solarise Africa",C6122,"East Africa",Kenya,"Financial services",Active,Renewable,01/10/2018,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","Solarise Africa",C6122,"East Africa",Kenya,"Financial services",Active,Renewable,30/09/2024,
F969,"Novastar Ventures East Africa Fund I LP",SolarNow,C4002,"East Africa",Uganda,"Financial services",Exited,,15/10/2014,30/09/2023
F524,"Energy Access Ventures Fund",SolarX,C6852,"West Africa",Mali,Infrastructure,Active,Renewable,01/06/2020,
F1936,"African Development Partners III","Solevo B.V.",C8962,"Central Africa, East Africa, West Africa","Angola, Burkina Faso, Cameroon, Cote d'Ivoire, Madagascar, Mali, Senegal","Food and agriculture",Active,,29/03/2023,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Sollatek Electronics(Kenya)",X0084,"East Africa",Kenya,Infrastructure,Active,,24/06/2022,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Solmenz Engineering Ventures Nig Ltd",X0085,"West Africa",Nigeria,Infrastructure,Active,,02/03/2022,
F116,"Adlevo Capital Africa LLC","Solo Phone Holding Company",C4003,"West Africa",Nigeria,"Technology and telecoms",Active,,24/12/2013,
F1143,"Solon Capital Holdings","Solon Property Partners (Mauritius) Limited",C5605,"West Africa","Sierra Leone","Construction and real estate",Exited,,04/12/2017,31/03/2025
F1143,"Solon Capital Holdings","Solon TNS (Mauritius) Limited",C5606,"West Africa","Sierra Leone","Technology and telecoms",Exited,,30/09/2017,31/03/2025
F1143,"Solon Capital Holdings","Solon Transportation Company Limited",C5607,"West Africa","Sierra Leone",Infrastructure,Exited,,30/09/2017,31/03/2025
F2133,"Uhuru Growth Fund I","Solutions de Transformation Digitale Pvt. Ltd",C9689,"Central Africa",Cameroon,"Technology and telecoms",Active,,20/03/2024,
F484,"Dynamic India Fund S4 I","Solvy Tech Solutions Private Limited",C8987,"South Asia",India,"Financial services",Active,,30/11/2022,
F469,"DI Frontier Fund 2","Somalia Frontier Energy Company",C8015,"East Africa",Somalia,Infrastructure,Active,Renewable,31/03/2022,
F122,"AFIG Fund II LP",Soproicam,C6853,"Central Africa",Cameroon,"Food and agriculture",Active,,01/04/2020,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","SOSTAP Limited",X0086,"East Africa",Uganda,Infrastructure,Active,,31/08/2022,
F2304,"South Asia Growth Fund III, L.P.","South Asia Growth Fund III Holdings, L.P",C9518,"South Asia",India,Manufacturing,Active,,30/06/2024,
F1652,"GEF South Asia Fund II","South Asia Growth Invest Holdings LP",C8622,"South Asia",India,Manufacturing,Active,,31/12/2022,
F2259,"Blume Ventures India Fund IV","Speedup Inc",C9692,"South Asia",India,"Technology and telecoms",Active,,12/02/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Spenomatic Kenya Limited",X0087,"East Africa",Kenya,Infrastructure,Active,,15/12/2022,
F770,"Ninety One Africa Private Equity Fund 2","Spinneys Retail (Egypt)",C6389,"North Africa",Egypt,"Business and consumer services",Active,,12/07/2019,
F1948,"Kotak India Affordable Housing Fund I","SPL Estates Private Limited",C6161,"South Asia",India,"Construction and real estate",Exited,,01/01/2019,31/03/2022
F2073,"Ankur Capital II",SportVot,C7929,"South Asia",India,"Business and consumer services",Active,,30/06/2022,
F2483,"Revego Africa Energy Fund",Springbok,C10021,"Southern Africa","South Africa",Infrastructure,Active,,31/12/2024,
F2070,"Chiratae Ventures International Fund IV","Squadrun Inc",C6808,"South Asia",India,"Technology and telecoms",Active,,31/01/2020,
F1269,"VenturEast Life Fund III","Sresta Natural Bioproducts Pvt Ltd",C4030,"South Asia",India,"Food and agriculture",Active,,15/12/2010,
